,mac_address,lat,lon
378,0005ca634629,41.158707,-8.6284059
379,0005ca634629,41.1587331,-8.6283981
380,0005ca634629,41.1587499,-8.6283816
381,0005ca634629,41.1586711,-8.6283965
382,0005ca634629,41.1587496,-8.6284368
383,0005ca634629,41.1587465,-8.628397
384,0005ca634629,41.1587049,-8.6284049
385,0005ca634629,41.1587465,-8.6283515
386,0005ca634629,41.1587043,-8.6283944
387,0005ca634629,41.1586666,-8.6284483
388,0005ca634629,41.15871,-8.628395
389,0005ca634629,41.1587099,-8.6283756
390,0005ca634629,41.1586947,-8.6283978
391,0005ca634629,41.1586983,-8.6284066
392,0005ca634629,41.1586999,-8.6283599
393,0005ca634629,41.1586566,-8.6284607
394,0005ca634629,41.1587126,-8.6285069
395,0005ca634629,41.1587286,-8.6285455
396,0005ca634629,41.1587256,-8.6285062
397,0005ca634629,41.158714,-8.6284715
398,0005ca634629,41.1586549,-8.6284683
399,0005ca634629,41.1587411,-8.6285155
400,0005ca634629,41.1587361,-8.6285201
401,0005ca634629,41.158677,-8.6285467
402,0005ca634629,41.1586936,-8.628495
403,0005ca634629,41.158654,-8.6284592
404,0005ca634629,41.158695,-8.6284783
405,0005ca634629,41.1586913,-8.6285662
406,0005ca634629,41.1586899,-8.6286433
407,0005ca634629,41.1587183,-8.6285583
408,0005ca634629,41.1587433,-8.628555
409,0005ca634629,41.158725,-8.628615
410,0005ca634629,41.1586757,-8.6285874
411,0005ca634629,41.1587049,-8.6285883
412,0005ca634629,41.1586766,-8.628715
413,0005ca634629,41.158665,-8.6286933
414,0005ca634629,41.1587183,-8.6287066
415,0005ca634629,41.1586666,-8.628695
416,0005ca634629,41.1587183,-8.6288083
417,0005ca634629,41.1586997,-8.6288076
418,0005ca634629,41.1586666,-8.62875
419,0005ca634629,41.1587473,-8.6288439
420,0005ca634629,41.1586966,-8.6287566
421,0005ca634629,41.1586659,-8.6288123
422,0005ca634629,41.1587449,-8.62878
423,0005ca634629,41.1586852,-8.6288844
424,0005ca634629,41.1587016,-8.6288533
425,0005ca634629,41.1587173,-8.6288992
426,0005ca634629,41.1587388,-8.6288534
427,0005ca634629,41.1587191,-8.6288608
428,0005ca634629,41.1586879,-8.6288541
429,0005ca634629,41.158689,-8.6289045
430,0005ca634629,41.1586897,-8.6289117
431,0005ca634629,41.1587466,-8.6289183
432,0005ca634629,41.1586574,-8.6288986
433,0005ca634629,41.1587449,-8.6290316
434,0005ca634629,41.1586791,-8.6289902
435,0005ca634629,41.1587083,-8.6289649
436,0005ca634629,41.1587466,-8.62903
437,0005ca634629,41.1587383,-8.6290216
438,0005ca634629,41.1587044,-8.6289569
439,0005ca634629,41.1587466,-8.629025
440,0005ca634629,41.1586883,-8.6289858
441,0005ca634629,41.1586866,-8.628995
442,0005ca634629,41.158755,-8.6282233
443,0005ca634629,41.158806,-8.628241
444,0005ca634629,41.1587563,-8.6281712
445,0005ca634629,41.1588138,-8.628269
446,0005ca634629,41.1587533,-8.6283016
447,0005ca634629,41.1588412,-8.6283023
448,0005ca634629,41.1588277,-8.6283426
449,0005ca634629,41.1587817,-8.628347
450,0005ca634629,41.1588266,-8.6283216
451,0005ca634629,41.1588099,-8.6283066
452,0005ca634629,41.1587616,-8.62832
453,0005ca634629,41.1587923,-8.6282917
454,0005ca634629,41.1588383,-8.6283216
455,0005ca634629,41.1588327,-8.6283028
456,0005ca634629,41.1587922,-8.6282796
457,0005ca634629,41.1587921,-8.6282765
458,0005ca634629,41.1587715,-8.6283286
459,0005ca634629,41.1588232,-8.6283363
460,0005ca634629,41.1588384,-8.6283422
461,0005ca634629,41.1587823,-8.6283944
462,0005ca634629,41.1588364,-8.6284357
463,0005ca634629,41.1587823,-8.6283944
464,0005ca634629,41.1587753,-8.6284145
465,0005ca634629,41.1587996,-8.6284254
466,0005ca634629,41.1588316,-8.6283699
467,0005ca634629,41.1588201,-8.6284403
468,0005ca634629,41.1587865,-8.6283648
469,0005ca634629,41.158841,-8.6284299
470,0005ca634629,41.1587823,-8.6283944
471,0005ca634629,41.1588169,-8.6284443
472,0005ca634629,41.1587823,-8.6283944
473,0005ca634629,41.1587533,-8.6284499
474,0005ca634629,41.158769,-8.6283904
475,0005ca634629,41.1588243,-8.6283699
476,0005ca634629,41.1587823,-8.6283944
477,0005ca634629,41.1587666,-8.6284149
478,0005ca634629,41.158789,-8.6283839
479,0005ca634629,41.1587823,-8.6283944
480,0005ca634629,41.1587536,-8.6283936
481,0005ca634629,41.1587952,-8.6283892
482,0005ca634629,41.1587513,-8.6283781
483,0005ca634629,41.15876,-8.6283816
484,0005ca634629,41.1587683,-8.6284333
485,0005ca634629,41.1587983,-8.6284866
486,0005ca634629,41.158839,-8.6285288
487,0005ca634629,41.1587758,-8.6284803
488,0005ca634629,41.1588399,-8.62852
489,0005ca634629,41.158826,-8.6285105
490,0005ca634629,41.158773,-8.6284713
491,0005ca634629,41.1588083,-8.6284983
492,0005ca634629,41.1588031,-8.6285046
493,0005ca634629,41.1587966,-8.6285116
494,0005ca634629,41.1588233,-8.62851
495,0005ca634629,41.158785,-8.6284666
496,0005ca634629,41.1587758,-8.6284803
497,0005ca634629,41.1588164,-8.6285281
498,0005ca634629,41.1588399,-8.6285066
499,0005ca634629,41.1587949,-8.62848
500,0005ca634629,41.1588156,-8.6285482
501,0005ca634629,41.1588433,-8.6285216
502,0005ca634629,41.1587666,-8.6285166
503,0005ca634629,41.1588483,-8.6285466
504,0005ca634629,41.1587758,-8.6284803
505,0005ca634629,41.1587895,-8.6284834
506,0005ca634629,41.1587728,-8.6284647
507,0005ca634629,41.1588266,-8.6285216
508,0005ca634629,41.1587758,-8.6284803
509,0005ca634629,41.1587567,-8.6284648
510,0005ca634629,41.1587828,-8.6284667
511,0005ca634629,41.1588316,-8.6285049
512,0005ca634629,41.1588216,-8.6285216
513,0005ca634629,41.1587888,-8.6284927
514,0005ca634629,41.1588084,-8.6284829
515,0005ca634629,41.1587758,-8.6284803
516,0005ca634629,41.1588138,-8.6284976
517,0005ca634629,41.1588166,-8.6285066
518,0005ca634629,41.1588418,-8.6284717
519,0005ca634629,41.1587957,-8.6284919
520,0005ca634629,41.1588216,-8.6286466
521,0005ca634629,41.1587605,-8.6285572
522,0005ca634629,41.1588474,-8.6285662
523,0005ca634629,41.1588167,-8.6286285
524,0005ca634629,41.1588333,-8.6285916
525,0005ca634629,41.1588474,-8.6285662
526,0005ca634629,41.15882,-8.6285949
527,0005ca634629,41.1588275,-8.6285786
528,0005ca634629,41.1588105,-8.6286422
529,0005ca634629,41.1588283,-8.62857
530,0005ca634629,41.1588376,-8.6285757
531,0005ca634629,41.1587516,-8.628605
532,0005ca634629,41.1588474,-8.6285662
533,0005ca634629,41.1587799,-8.6286433
534,0005ca634629,41.158845,-8.6286095
535,0005ca634629,41.1587683,-8.6286466
536,0005ca634629,41.1587758,-8.6285806
537,0005ca634629,41.1587666,-8.6285783
538,0005ca634629,41.158815,-8.6286416
539,0005ca634629,41.15877,-8.6286366
540,0005ca634629,41.1588474,-8.6285662
541,0005ca634629,41.1587916,-8.6286415
542,0005ca634629,41.1588474,-8.6285662
543,0005ca634629,41.1588433,-8.6285949
544,0005ca634629,41.1587782,-8.6285675
545,0005ca634629,41.1588325,-8.6285912
546,0005ca634629,41.15883,-8.6285933
547,0005ca634629,41.1588,-8.6285916
548,0005ca634629,41.1587633,-8.6286066
549,0005ca634629,41.1588433,-8.6286033
550,0005ca634629,41.158815,-8.6285833
551,0005ca634629,41.1588474,-8.6285662
552,0005ca634629,41.1588465,-8.6286186
553,0005ca634629,41.1588123,-8.6286393
554,0005ca634629,41.1588349,-8.628555
555,0005ca634629,41.1587933,-8.6285966
556,0005ca634629,41.1588474,-8.6285662
557,0005ca634629,41.1588474,-8.6285662
558,0005ca634629,41.1588474,-8.6285662
559,0005ca634629,41.1587768,-8.628697
560,0005ca634629,41.1588139,-8.6286643
561,0005ca634629,41.1588293,-8.6287172
562,0005ca634629,41.15883,-8.6287266
563,0005ca634629,41.158813,-8.6287075
564,0005ca634629,41.1587834,-8.6287225
565,0005ca634629,41.1588216,-8.6287316
566,0005ca634629,41.1588475,-8.6286996
567,0005ca634629,41.1588421,-8.6286815
568,0005ca634629,41.1588403,-8.6286922
569,0005ca634629,41.1588333,-8.6286766
570,0005ca634629,41.1588231,-8.6286507
571,0005ca634629,41.1588417,-8.6287576
572,0005ca634629,41.1587766,-8.6288116
573,0005ca634629,41.1588197,-8.6288398
574,0005ca634629,41.1587914,-8.6287536
575,0005ca634629,41.1588105,-8.6287614
576,0005ca634629,41.158815,-8.6288066
577,0005ca634629,41.1588115,-8.6287565
578,0005ca634629,41.1588424,-8.6288069
579,0005ca634629,41.1588167,-8.6289317
580,0005ca634629,41.1587647,-8.6288816
581,0005ca634629,41.1587522,-8.6288949
582,0005ca634629,41.1587875,-8.6288916
583,0005ca634629,41.1588464,-8.6289239
584,0005ca634629,41.158775,-8.6289283
585,0005ca634629,41.1588316,-8.6288678
586,0005ca634629,41.1588393,-8.6289065
587,0005ca634629,41.158767,-8.6289151
588,0005ca634629,41.1587583,-8.6289083
589,0005ca634629,41.1587983,-8.6288983
590,0005ca634629,41.1588249,-8.6288716
591,0005ca634629,41.1587804,-8.6289194
592,0005ca634629,41.1588254,-8.6289477
593,0005ca634629,41.1587593,-8.6288995
594,0005ca634629,41.158845,-8.62886
595,0005ca634629,41.1588133,-8.6290018
596,0005ca634629,41.1588178,-8.6289524
597,0005ca634629,41.15877,-8.6289783
598,0005ca634629,41.1588283,-8.628952
599,0005ca634629,41.158768,-8.6290257
600,0005ca634629,41.1587905,-8.6289738
601,0005ca634629,41.1587974,-8.6289765
602,0005ca634629,41.158845,-8.6290283
603,0005ca634629,41.1588345,-8.6289753
604,0005ca634629,41.1588509,-8.628349
605,0005ca634629,41.1588842,-8.6284472
606,0005ca634629,41.1588853,-8.6284423
607,0005ca634629,41.1588825,-8.6284334
608,0005ca634629,41.1588539,-8.6284434
609,0005ca634629,41.1588583,-8.6284366
610,0005ca634629,41.1588733,-8.6284633
611,0005ca634629,41.15886,-8.6285316
612,0005ca634629,41.158865,-8.6284666
613,0005ca634629,41.1588539,-8.6284803
614,0005ca634629,41.1588831,-8.6285179
615,0005ca634629,41.1588978,-8.6284905
616,0005ca634629,41.1588716,-8.62848
617,0005ca634629,41.1588539,-8.6284803
618,0005ca634629,41.158895,-8.6285416
619,0005ca634629,41.1589316,-8.6285483
620,0005ca634629,41.1589116,-8.6284533
621,0005ca634629,41.1588519,-8.6284663
622,0005ca634629,41.1588539,-8.6284803
623,0005ca634629,41.1589039,-8.6285147
624,0005ca634629,41.1588652,-8.628471
625,0005ca634629,41.1588849,-8.6285416
