,lat,lon,trip_id
1,41.1689633,-8.6491733,318185
2,41.1689266,-8.6492883,318185
3,41.1689983,-8.6492083,318185
4,41.16898,-8.6492216,318185
5,41.1689949,-8.6492283,318185
6,41.1689416,-8.6491516,318185
7,41.1689816,-8.64923,318185
8,41.1689716,-8.6491849,318185
9,41.1689566,-8.6491733,318185
10,41.16898,-8.6492216,318185
11,41.168945,-8.6491466,318185
12,41.1689616,-8.6491233,318185
13,41.1689483,-8.6491283,318185
14,41.1689466,-8.6491566,318185
15,41.1689983,-8.6492083,318185
16,41.1689866,-8.6492166,318185
17,41.1689883,-8.64923,318185
18,41.169,-8.6492066,318185
19,41.1689666,-8.649245,318185
20,41.1689216,-8.6493749,318185
21,41.1689566,-8.6491616,318185
22,41.16896,-8.649315,318185
23,41.1689483,-8.6491283,318185
24,41.1689433,-8.6491483,318185
25,41.1689649,-8.6491933,318185
26,41.1689583,-8.649115,318185
27,41.1689983,-8.6492083,318185
28,41.1689266,-8.6492883,318185
29,41.16898,-8.6492216,318185
30,41.16898,-8.649225,318185
31,41.1689,-8.6493233,318185
32,41.1690116,-8.6492016,318185
33,41.1689916,-8.6492066,318185
34,41.1689666,-8.6491516,318185
35,41.1689049,-8.649315,318185
36,41.168945,-8.6491416,318185
37,41.168925,-8.6493733,318185
38,41.1689633,-8.6491883,318185
39,41.16898,-8.6492266,318185
40,41.1690033,-8.6492133,318185
41,41.1689266,-8.6492883,318185
42,41.168975,-8.6492,318185
43,41.1689566,-8.6491616,318185
44,41.1689466,-8.6493166,318185
45,41.1689416,-8.6491466,318185
46,41.1689466,-8.6493166,318185
47,41.168945,-8.6493116,318185
48,41.1689483,-8.64917,318185
49,41.1689666,-8.6491516,318185
50,41.1689433,-8.6491683,318185
51,41.1690033,-8.6492133,318185
52,41.1689416,-8.6491666,318185
53,41.1689883,-8.6492183,318185
54,41.1689466,-8.6493133,318185
55,41.1689266,-8.6492883,318185
56,41.1689466,-8.6493166,318185
57,41.168955,-8.649145,318185
58,41.1689649,-8.6491766,318185
59,41.1689566,-8.6491616,318185
60,41.1689499,-8.6493283,318185
61,41.1689483,-8.6493316,318185
62,41.1689416,-8.6491566,318185
63,41.1690033,-8.6492133,318185
64,41.168935,-8.6493616,318185
65,41.1689983,-8.6492083,318185
66,41.1689483,-8.6491283,318185
67,41.1690083,-8.6492016,318185
68,41.168945,-8.6493466,318185
69,41.1689983,-8.6492083,318185
70,41.1689499,-8.6491233,318185
71,41.1689633,-8.6491949,318185
72,41.1689466,-8.6493166,318185
73,41.168945,-8.6493166,318185
74,41.1689583,-8.6493233,318185
75,41.1689416,-8.6493116,318185
76,41.1689583,-8.6493233,318185
77,41.168935,-8.6491266,318185
78,41.1689383,-8.6493583,318185
79,41.168945,-8.6493466,318185
80,41.168975,-8.6492033,318185
81,41.168955,-8.649145,318185
82,41.1689333,-8.6493583,318185
83,41.168955,-8.649145,318185
84,41.16897,-8.6491866,318185
85,41.1689633,-8.6492483,318185
86,41.1689833,-8.64922,318185
87,41.168955,-8.649325,318185
88,41.1690033,-8.6491933,318185
89,41.1689583,-8.6493266,318185
90,41.1689366,-8.6493116,318185
91,41.16898,-8.6491716,318185
92,41.168945,-8.6493466,318185
93,41.1689583,-8.6493133,318185
94,41.1689166,-8.6493083,318185
95,41.1690033,-8.6492133,318185
96,41.168945,-8.6493466,318185
97,41.1689433,-8.6491416,318185
98,41.1689216,-8.64928,318185
99,41.168975,-8.6492033,318185
100,41.1689583,-8.6493133,318185
101,41.16898,-8.6491416,318185
102,41.1689883,-8.6491933,318185
103,41.168985,-8.649225,318185
104,41.1689933,-8.6492116,318185
105,41.1689483,-8.6491683,318185
106,41.1689183,-8.6492916,318185
107,41.1689949,-8.6492116,318185
108,41.1689949,-8.64921,318185
109,41.1689616,-8.6491883,318185
110,41.1689116,-8.6493116,318185
111,41.1690166,-8.6491883,318185
112,41.1689116,-8.6492966,318185
113,41.1689566,-8.6491616,318185
114,41.168935,-8.64936,318185
115,41.1690366,-8.64918,318185
116,41.168975,-8.6492033,318185
117,41.1689483,-8.6493283,318185
118,41.1689716,-8.649235,318185
119,41.168935,-8.649135,318185
120,41.1689733,-8.6491949,318185
121,41.1689733,-8.64916,318185
122,41.1689816,-8.6491949,318185
123,41.168955,-8.6493233,318185
124,41.1689566,-8.6491433,318185
125,41.1689499,-8.649335,318185
126,41.1689049,-8.6493133,318185
127,41.1689566,-8.649335,318185
128,41.168935,-8.6492716,318185
129,41.1689266,-8.6492883,318185
130,41.16893,-8.6493433,318185
131,41.1689916,-8.6492116,318185
132,41.1689199,-8.6493083,318185
133,41.1689199,-8.6493083,318185
134,41.1689716,-8.64919,318185
135,41.168975,-8.6492033,318185
136,41.1689533,-8.6492533,318185
137,41.168985,-8.6491433,318185
138,41.1689416,-8.6493566,318185
139,41.1690366,-8.64918,318185
140,41.1689266,-8.6492883,318185
141,41.1690066,-8.6491983,318185
142,41.168935,-8.649355,318185
143,41.1690366,-8.64918,318185
144,41.1689583,-8.6493233,318185
145,41.168975,-8.6491983,318185
146,41.1689199,-8.6493083,318185
147,41.1689316,-8.6493533,318185
148,41.1689583,-8.6493133,318185
149,41.16893,-8.649315,318185
150,41.1689166,-8.6492633,318185
151,41.168955,-8.6493233,318185
152,41.1689266,-8.6493116,318185
153,41.1690066,-8.6491949,318185
154,41.1689716,-8.6492366,318185
155,41.1690366,-8.64918,318185
156,41.1689266,-8.6493083,318185
157,41.1689199,-8.6493083,318185
158,41.1689816,-8.6491833,318185
159,41.1689516,-8.64912,318185
160,41.1690033,-8.6492133,318185
161,41.1689583,-8.6493233,318185
162,41.168955,-8.649115,318185
163,41.1689766,-8.6492216,318185
164,41.1690366,-8.64918,318185
165,41.1689033,-8.649315,318185
166,41.16898,-8.6491399,318185
167,41.1689083,-8.6493,318185
168,41.16899,-8.6491883,318185
169,41.1689566,-8.6493233,318185
170,41.1691216,-8.6496033,318185
171,41.16898,-8.6492216,318185
172,41.16893,-8.649325,318185
173,41.1689199,-8.6493083,318185
174,41.16898,-8.6492216,318185
175,41.1689316,-8.6493316,318185
176,41.1689583,-8.6493233,318185
177,41.1689583,-8.6493133,318185
178,41.1689066,-8.6493666,318185
179,41.16903,-8.6491816,318185
180,41.168985,-8.6491866,318185
181,41.1690066,-8.6491949,318185
182,41.1689957,-8.6492655,318185
183,41.16896,-8.6493316,318185
184,41.1689183,-8.64938,318185
185,41.168975,-8.6492033,318185
186,41.1689499,-8.6491433,318185
187,41.1690266,-8.6491816,318185
188,41.1689583,-8.6493133,318185
189,41.1689583,-8.6493133,318185
190,41.1689649,-8.6491716,318185
191,41.1689516,-8.6493233,318185
192,41.1689033,-8.6493133,318185
193,41.168975,-8.6492033,318185
194,41.1689416,-8.64936,318185
195,41.168955,-8.6493233,318185
196,41.1689366,-8.6493466,318185
197,41.169015,-8.6492016,318185
198,41.16899,-8.6491933,318185
199,41.1689583,-8.6493133,318185
200,41.1689683,-8.6491499,318185
201,41.1689166,-8.6492716,318185
202,41.16898,-8.6492283,318185
203,41.1689066,-8.6493483,318185
204,41.168945,-8.6493466,318185
205,41.1689883,-8.6491583,318185
206,41.1689933,-8.6491933,318185
207,41.1689883,-8.6491916,318185
208,41.168975,-8.6492033,318185
209,41.1689866,-8.649155,318185
210,41.168955,-8.649335,318185
211,41.1690216,-8.6491849,318185
212,41.1689433,-8.6493483,318185
213,41.1689583,-8.6493233,318185
214,41.1689483,-8.6491483,318185
215,41.1689616,-8.6493083,318185
216,41.169045,-8.6493883,318185
217,41.1689983,-8.6492083,318185
218,41.1689833,-8.64919,318185
219,41.168945,-8.6493466,318185
220,41.1689116,-8.649385,318185
221,41.1689816,-8.6491966,318185
222,41.1690233,-8.6492883,318185
223,41.1689683,-8.6492399,318185
224,41.1689833,-8.64923,318185
225,41.1689866,-8.6491499,318185
226,41.168975,-8.6492033,318185
227,41.1689033,-8.6493066,318185
228,41.1689566,-8.64917,318185
229,41.1689583,-8.6493233,318185
230,41.168975,-8.6492033,318185
231,41.1689483,-8.6492666,318185
232,41.1689033,-8.6493366,318185
233,41.16898,-8.6492,318185
234,41.1689566,-8.6493233,318185
235,41.1689499,-8.6493333,318185
236,41.168955,-8.649145,318185
237,41.168915,-8.6492916,318185
238,41.168975,-8.6492033,318185
239,41.168955,-8.6491433,318185
240,41.1689216,-8.64929,318185
241,41.1689649,-8.6491499,318185
242,41.1689983,-8.649215,318185
243,41.1691333,-8.6495733,318185
244,41.1690316,-8.6491866,318185
245,41.1689583,-8.6491499,318185
246,41.16897,-8.6491633,318185
247,41.168975,-8.6492083,318185
